104.18.240.0,SJC,North America,San Jose,134 ms
104.20.98.111,SJC,North America,San Jose,134 ms
104.18.109.20,SJC,North America,San Jose,134 ms
104.18.211.113,SJC,North America,San Jose,134 ms
104.18.227.240,SJC,North America,San Jose,135 ms
