172.67.128.244,FRA,Europe,Frankfurt,224 ms
172.67.133.179,FRA,Europe,Frankfurt,224 ms
104.18.126.80,FRA,Europe,Frankfurt,225 ms
172.67.11.219,FRA,Europe,Frankfurt,225 ms
104.20.62.128,FRA,Europe,Frankfurt,225 ms
